QUERY_ID,DOC_ID,RERANK_SCORE,RANK
3,JURISPRUDENCIA-SELECIONADA-42262,0.5133634805679321,7
3,JURISPRUDENCIA-SELECIONADA-18416,0.5069575309753418,8
3,JURISPRUDENCIA-SELECIONADA-31118,0.5069575309753418,9
3,JURISPRUDENCIA-SELECIONADA-17118,0.4981231987476349,10
3,JURISPRUDENCIA-SELECIONADA-18057,0.4976349174976349,11
3,JURISPRUDENCIA-SELECIONADA-17257,0.4689122140407562,12
3,JURISPRUDENCIA-SELECIONADA-29011,0.46368712186813354,13
3,JURISPRUDENCIA-SELECIONADA-32442,0.46077415347099304,14
3,JURISPRUDENCIA-SELECIONADA-17210,0.45568299293518066,15
3,JURISPRUDENCIA-SELECIONADA-693,0.449634313583374,16
3,JURISPRUDENCIA-SELECIONADA-17218,0.4491509795188904,17
3,JURISPRUDENCIA-SELECIONADA-18409,0.4455295205116272,18
3,JURISPRUDENCIA-SELECIONADA-18954,0.4455295205116272,19
3,JURISPRUDENCIA-SELECIONADA-31101,0.4455295205116272,20
4,JURISPRUDENCIA-SELECIONADA-62306,0.854884684085846,1
4,JURISPRUDENCIA-SELECIONADA-14526,0.854884684085846,2
4,JURISPRUDENCIA-SELECIONADA-6237,0.8386797308921814,3
4,JURISPRUDENCIA-SELECIONADA-16895,0.837619960308075,4
4,JURISPRUDENCIA-SELECIONADA-45015,0.8365545868873596,5
4,JURISPRUDENCIA-SELECIONADA-50537,0.8365545868873596,6
4,JURISPRUDENCIA-SELECIONADA-17195,0.8187368512153625,7
4,JURISPRUDENCIA-SELECIONADA-16981,0.7918210625648499,8
4,JURISPRUDENCIA-SELECIONADA-20860,0.7732163667678833,9
4,JURISPRUDENCIA-SELECIONADA-20841,0.7634837031364441,10
4,JURISPRUDENCIA-SELECIONADA-15092,0.7563575506210327,11
4,JURISPRUDENCIA-SELECIONADA-4230,0.74167400598526,12
4,JURISPRUDENCIA-SELECIONADA-84935,0.74167400598526,13
4,JURISPRUDENCIA-SELECIONADA-20561,0.740174412727356,14
4,JURISPRUDENCIA-SELECIONADA-20840,0.7341195344924927,15
4,JURISPRUDENCIA-SELECIONADA-110879,0.7341195344924927,16
4,JURISPRUDENCIA-SELECIONADA-45381,0.7122321724891663,17
4,JURISPRUDENCIA-SELECIONADA-137717,0.7000752091407776,18
4,JURISPRUDENCIA-SELECIONADA-49694,0.6926419734954834,19
4,JURISPRUDENCIA-SELECIONADA-42169,0.6791787147521973,20
5,JURISPRUDENCIA-SELECIONADA-17816,0.6169358491897583,1
5,JURISPRUDENCIA-SELECIONADA-4066,0.5755879878997803,2
5,JURISPRUDENCIA-SELECIONADA-59226,0.5515737533569336,3
5,JURISPRUDENCIA-SELECIONADA-16932,0.5513321757316589,4
5,JURISPRUDENCIA-SELECIONADA-21100,0.5431056022644043,5
5,JURISPRUDENCIA-SELECIONADA-53003,0.5358271598815918,6
5,JURISPRUDENCIA-SELECIONADA-20523,0.5169612765312195,7
5,JURISPRUDENCIA-SELECIONADA-85914,0.5140953660011292,8
5,JURISPRUDENCIA-SELECIONADA-21172,0.5130585432052612,9
5,JURISPRUDENCIA-SELECIONADA-14781,0.5118995904922485,10
5,JURISPRUDENCIA-SELECIONADA-86727,0.5083000063896179,11
5,JURISPRUDENCIA-SELECIONADA-148920,0.48785635828971863,12
5,JURISPRUDENCIA-SELECIONADA-21793,0.48700249195098877,13
5,JURISPRUDENCIA-SELECIONADA-16262,0.48700249195098877,14
5,JURISPRUDENCIA-SELECIONADA-77235,0.46198758482933044,15
5,JURISPRUDENCIA-SELECIONADA-58375,0.46198758482933044,16
5,JURISPRUDENCIA-SELECIONADA-9527,0.45568299293518066,17
5,JURISPRUDENCIA-SELECIONADA-57683,0.45544081926345825,18
5,JURISPRUDENCIA-SELECIONADA-57366,0.45350387692451477,19
5,JURISPRUDENCIA-SELECIONADA-21240,0.4373428225517273,20
6,JURISPRUDENCIA-SELECIONADA-52875,0.6992544531822205,1
6,JURISPRUDENCIA-SELECIONADA-59438,0.6976089477539062,2
6,JURISPRUDENCIA-SELECIONADA-122802,0.6926419734954834,3
6,JURISPRUDENCIA-SELECIONADA-33177,0.6926419734954834,4
6,JURISPRUDENCIA-SELECIONADA-28863,0.6901415586471558,5
6,JURISPRUDENCIA-SELECIONADA-6587,0.642432451248169,6
6,JURISPRUDENCIA-SELECIONADA-5066,0.6406359076499939,7
6,JURISPRUDENCIA-SELECIONADA-16409,0.6397360563278198,8
6,JURISPRUDENCIA-SELECIONADA-17372,0.6397360563278198,9
6,JURISPRUDENCIA-SELECIONADA-14527,0.6397360563278198,10
6,JURISPRUDENCIA-SELECIONADA-21892,0.6183196306228638,11
6,JURISPRUDENCIA-SELECIONADA-102414,0.5926666259765625,12
6,JURISPRUDENCIA-SELECIONADA-17955,0.5841525793075562,13
6,JURISPRUDENCIA-SELECIONADA-18291,0.5736784338951111,14
6,JURISPRUDENCIA-SELECIONADA-17060,0.5585678219795227,15
6,JURISPRUDENCIA-SELECIONADA-22133,0.5493988990783691,16
6,JURISPRUDENCIA-SELECIONADA-21904,0.543347954750061,17
6,JURISPRUDENCIA-SELECIONADA-22824,0.5326682329177856,18
6,JURISPRUDENCIA-SELECIONADA-17942,0.5241511464118958,19
6,JURISPRUDENCIA-SELECIONADA-20902,0.516839325428009,20
7,JURISPRUDENCIA-SELECIONADA-15532,0.6160122752189636,1
7,JURISPRUDENCIA-SELECIONADA-11612,0.5917232036590576,2
7,JURISPRUDENCIA-SELECIONADA-17205,0.5874698758125305,3
7,JURISPRUDENCIA-SELECIONADA-17089,0.570331335067749,4
7,JURISPRUDENCIA-SELECIONADA-10089,0.5636181831359863,5
7,JURISPRUDENCIA-SELECIONADA-49135,0.5636181831359863,6
7,JURISPRUDENCIA-SELECIONADA-11611,0.555917501449585,7
7,JURISPRUDENCIA-SELECIONADA-17206,0.5428633093833923,8
7,JURISPRUDENCIA-SELECIONADA-17022,0.541166365146637,9
7,JURISPRUDENCIA-SELECIONADA-5574,0.541166365146637,10
7,JURISPRUDENCIA-SELECIONADA-18936,0.5401962995529175,11
7,JURISPRUDENCIA-SELECIONADA-17249,0.5363128781318665,12
7,JURISPRUDENCIA-SELECIONADA-17068,0.5343695282936096,13
7,JURISPRUDENCIA-SELECIONADA-134594,0.5329113006591797,14
7,JURISPRUDENCIA-SELECIONADA-109711,0.5329113006591797,15
7,JURISPRUDENCIA-SELECIONADA-11604,0.5314525961875916,16
7,JURISPRUDENCIA-SELECIONADA-67219,0.5314525961875916,17
7,JURISPRUDENCIA-SELECIONADA-18043,0.5219584703445435,18
7,JURISPRUDENCIA-SELECIONADA-18016,0.5190337300300598,19
7,JURISPRUDENCIA-SELECIONADA-17207,0.5090932250022888,20
8,JURISPRUDENCIA-SELECIONADA-32956,0.7371581792831421,1
8,JURISPRUDENCIA-SELECIONADA-20992,0.7041601538658142,2
8,JURISPRUDENCIA-SELECIONADA-16258,0.7041601538658142,3
8,JURISPRUDENCIA-SELECIONADA-21249,0.6842640042304993,4
8,JURISPRUDENCIA-SELECIONADA-13544,0.66888028383255,5
8,JURISPRUDENCIA-SELECIONADA-61144,0.6636689305305481,6
8,JURISPRUDENCIA-SELECIONADA-20885,0.6522414088249207,7
8,JURISPRUDENCIA-SELECIONADA-22192,0.6252092719078064,8
8,JURISPRUDENCIA-SELECIONADA-20977,0.6201616525650024,9
8,JURISPRUDENCIA-SELECIONADA-18058,0.590779185295105,10
8,JURISPRUDENCIA-SELECIONADA-13110,0.5827285051345825,11
8,JURISPRUDENCIA-SELECIONADA-20563,0.5751108527183533,12
8,JURISPRUDENCIA-SELECIONADA-21088,0.5592900514602661,13
8,JURISPRUDENCIA-SELECIONADA-32906,0.5329113006591797,14
8,JURISPRUDENCIA-SELECIONADA-17077,0.5288984179496765,15
8,JURISPRUDENCIA-SELECIONADA-58578,0.5219584703445435,16
8,JURISPRUDENCIA-SELECIONADA-17370,0.42679935693740845,17
8,JURISPRUDENCIA-SELECIONADA-17363,0.4073334038257599,18
8,JURISPRUDENCIA-SELECIONADA-17906,0.3974705636501312,19
8,JURISPRUDENCIA-SELECIONADA-18832,0.3775406777858734,20
9,JURISPRUDENCIA-SELECIONADA-18943,0.5770187377929688,1
9,JURISPRUDENCIA-SELECIONADA-29401,0.5722447633743286,2
9,JURISPRUDENCIA-SELECIONADA-18946,0.5674572587013245,3
9,JURISPRUDENCIA-SELECIONADA-26067,0.5561585426330566,4
9,JURISPRUDENCIA-SELECIONADA-56073,0.555917501449585,5
9,JURISPRUDENCIA-SELECIONADA-66909,0.555917501449585,6
9,JURISPRUDENCIA-SELECIONADA-40141,0.555917501449585,7
9,JURISPRUDENCIA-SELECIONADA-88647,0.555917501449585,8
9,JURISPRUDENCIA-SELECIONADA-18944,0.523907482624054,9
9,JURISPRUDENCIA-SELECIONADA-18067,0.5162296295166016,10
9,JURISPRUDENCIA-SELECIONADA-31741,0.5089101791381836,11
9,JURISPRUDENCIA-SELECIONADA-18941,0.5037993788719177,12
9,JURISPRUDENCIA-SELECIONADA-18345,0.4893204867839813,13
9,JURISPRUDENCIA-SELECIONADA-34284,0.48328256607055664,14
9,JURISPRUDENCIA-SELECIONADA-15255,0.48328256607055664,15
9,JURISPRUDENCIA-SELECIONADA-43178,0.4639299511909485,16
9,JURISPRUDENCIA-SELECIONADA-35419,0.45713672041893005,17
9,JURISPRUDENCIA-SELECIONADA-31398,0.4380638897418976,18
9,JURISPRUDENCIA-SELECIONADA-31065,0.43062615394592285,19
9,JURISPRUDENCIA-SELECIONADA-14932,0.4196479320526123,20
10,JURISPRUDENCIA-SELECIONADA-25478,0.5664982199668884,1
10,JURISPRUDENCIA-SELECIONADA-30086,0.5501240491867065,2
10,JURISPRUDENCIA-SELECIONADA-31684,0.5217148661613464,3
10,JURISPRUDENCIA-SELECIONADA-32381,0.5055539608001709,4
10,JURISPRUDENCIA-SELECIONADA-33649,0.5052793025970459,5
10,JURISPRUDENCIA-SELECIONADA-14250,0.49533095955848694,6
10,JURISPRUDENCIA-SELECIONADA-30890,0.4725617468357086,7
10,JURISPRUDENCIA-SELECIONADA-30310,0.46004632115364075,8
10,JURISPRUDENCIA-SELECIONADA-30893,0.45786386728286743,9
10,JURISPRUDENCIA-SELECIONADA-28521,0.45568299293518066,10
10,JURISPRUDENCIA-SELECIONADA-30891,0.4344612956047058,11
10,JURISPRUDENCIA-SELECIONADA-32384,0.42919009923934937,12
10,JURISPRUDENCIA-SELECIONADA-32379,0.4130035638809204,13
10,JURISPRUDENCIA-SELECIONADA-30371,0.3988746404647827,14
10,JURISPRUDENCIA-SELECIONADA-29520,0.38444983959198,15
10,JURISPRUDENCIA-SELECIONADA-33681,0.37799978256225586,16
10,JURISPRUDENCIA-SELECIONADA-30107,0.37387579679489136,17
10,JURISPRUDENCIA-SELECIONADA-30290,0.35667070746421814,18
10,JURISPRUDENCIA-SELECIONADA-32385,0.351311057806015,19
10,JURISPRUDENCIA-SELECIONADA-30369,0.27904197573661804,20
11,JURISPRUDENCIA-SELECIONADA-18889,0.66888028383255,1
11,JURISPRUDENCIA-SELECIONADA-29518,0.6592954993247986,2
11,JURISPRUDENCIA-SELECIONADA-18873,0.6575384140014648,3
11,JURISPRUDENCIA-SELECIONADA-18828,0.6575384140014648,4
11,JURISPRUDENCIA-SELECIONADA-144625,0.6504672765731812,5
11,JURISPRUDENCIA-SELECIONADA-18255,0.6261242032051086,6
11,JURISPRUDENCIA-SELECIONADA-18896,0.6197014451026917,7
11,JURISPRUDENCIA-SELECIONADA-18245,0.6173973083496094,8
11,JURISPRUDENCIA-SELECIONADA-34112,0.6104534864425659,9
11,JURISPRUDENCIA-SELECIONADA-33959,0.6043989062309265,10
11,JURISPRUDENCIA-SELECIONADA-33914,0.6006569266319275,11
11,JURISPRUDENCIA-SELECIONADA-18276,0.5969031453132629,12
11,JURISPRUDENCIA-SELECIONADA-31521,0.5851011276245117,13
11,JURISPRUDENCIA-SELECIONADA-17913,0.5832033753395081,14
11,JURISPRUDENCIA-SELECIONADA-19399,0.5688949227333069,15
11,JURISPRUDENCIA-SELECIONADA-32715,0.5592900514602661,16
11,JURISPRUDENCIA-SELECIONADA-17911,0.5537466406822205,17
11,JURISPRUDENCIA-SELECIONADA-18254,0.5484316945075989,18
11,JURISPRUDENCIA-SELECIONADA-33912,0.545285701751709,19
11,JURISPRUDENCIA-SELECIONADA-20598,0.5267079472541809,20
12,JURISPRUDENCIA-SELECIONADA-60017,0.7122321724891663,1
12,JURISPRUDENCIA-SELECIONADA-22780,0.6934729218482971,2
12,JURISPRUDENCIA-SELECIONADA-21901,0.6909762620925903,3
12,JURISPRUDENCIA-SELECIONADA-22797,0.6901415586471558,4
12,JURISPRUDENCIA-SELECIONADA-33953,0.6867902874946594,5
12,JURISPRUDENCIA-SELECIONADA-22146,0.6800292134284973,6
12,JURISPRUDENCIA-SELECIONADA-22794,0.6697448492050171,7
12,JURISPRUDENCIA-SELECIONADA-22795,0.6261242032051086,8
12,JURISPRUDENCIA-SELECIONADA-21939,0.6187804341316223,9
12,JURISPRUDENCIA-SELECIONADA-33077,0.6099889278411865,10
12,JURISPRUDENCIA-SELECIONADA-129357,0.5917232036590576,11
12,JURISPRUDENCIA-SELECIONADA-15885,0.590779185295105,12
12,JURISPRUDENCIA-SELECIONADA-22773,0.5898345112800598,13
12,JURISPRUDENCIA-SELECIONADA-21870,0.589361846446991,14
12,JURISPRUDENCIA-SELECIONADA-17377,0.5674572587013245,15
12,JURISPRUDENCIA-SELECIONADA-21822,0.49517837166786194,16
12,JURISPRUDENCIA-SELECIONADA-31679,0.4940493404865265,17
12,JURISPRUDENCIA-SELECIONADA-22776,0.4890764653682709,18
12,JURISPRUDENCIA-SELECIONADA-80254,0.48133188486099243,19
12,JURISPRUDENCIA-SELECIONADA-32970,0.4481847584247589,20
13,JURISPRUDENCIA-SELECIONADA-19451,0.8068526387214661,1
13,JURISPRUDENCIA-SELECIONADA-18384,0.7732163667678833,2
13,JURISPRUDENCIA-SELECIONADA-18950,0.696784257888794,3
13,JURISPRUDENCIA-SELECIONADA-17993,0.6926419734954834,4
13,JURISPRUDENCIA-SELECIONADA-17992,0.6053325533866882,5
13,JURISPRUDENCIA-SELECIONADA-17825,0.5640984773635864,6
13,JURISPRUDENCIA-SELECIONADA-18060,0.5401962995529175,7
13,JURISPRUDENCIA-SELECIONADA-34996,0.49938586354255676,8
13,JURISPRUDENCIA-SELECIONADA-18089,0.4741441607475281,9
13,JURISPRUDENCIA-SELECIONADA-18905,0.4678179919719696,10
13,JURISPRUDENCIA-SELECIONADA-22174,0.46077415347099304,11
13,JURISPRUDENCIA-SELECIONADA-18059,0.41584745049476624,12
13,JURISPRUDENCIA-SELECIONADA-31072,0.3775406777858734,13
13,JURISPRUDENCIA-SELECIONADA-20547,0.2735743820667267,14
13,JURISPRUDENCIA-SELECIONADA-4065,0.22135066986083984,15
13,JURISPRUDENCIA-SELECIONADA-33683,0.2107662856578827,16
13,JURISPRUDENCIA-SELECIONADA-73790,0.1980641782283783,17
13,JURISPRUDENCIA-SELECIONADA-81990,0.1919327825307846,18
13,JURISPRUDENCIA-SELECIONADA-48952,0.1919327825307846,19
13,JURISPRUDENCIA-SELECIONADA-18054,0.18952108919620514,20
14,JURISPRUDENCIA-SELECIONADA-131724,0.7279754281044006,1
14,JURISPRUDENCIA-SELECIONADA-66708,0.7279754281044006,2
14,JURISPRUDENCIA-SELECIONADA-82758,0.6522414088249207,3
14,JURISPRUDENCIA-SELECIONADA-93235,0.6352224349975586,4
14,JURISPRUDENCIA-SELECIONADA-143862,0.6352224349975586,5
14,JURISPRUDENCIA-SELECIONADA-70638,0.6279512047767639,6
14,JURISPRUDENCIA-SELECIONADA-133580,0.6109178066253662,7
14,JURISPRUDENCIA-SELECIONADA-96574,0.6081287264823914,8
14,JURISPRUDENCIA-SELECIONADA-77584,0.6081287264823914,9
14,JURISPRUDENCIA-SELECIONADA-98062,0.6048657894134521,10
14,JURISPRUDENCIA-SELECIONADA-68074,0.6043989062309265,11
14,JURISPRUDENCIA-SELECIONADA-133900,0.601593554019928,12
14,JURISPRUDENCIA-SELECIONADA-108627,0.5987815260887146,13
14,JURISPRUDENCIA-SELECIONADA-90030,0.590779185295105,14
14,JURISPRUDENCIA-SELECIONADA-65602,0.5898345112800598,15
14,JURISPRUDENCIA-SELECIONADA-95575,0.5879431366920471,16
14,JURISPRUDENCIA-SELECIONADA-136866,0.5869964361190796,17
14,JURISPRUDENCIA-SELECIONADA-127373,0.5865228176116943,18
14,JURISPRUDENCIA-SELECIONADA-83558,0.5832033753395081,19
14,JURISPRUDENCIA-SELECIONADA-74048,0.5803520083427429,20
15,JURISPRUDENCIA-SELECIONADA-19690,0.5120826363563538,1
15,JURISPRUDENCIA-SELECIONADA-33711,0.4929814636707306,2
15,JURISPRUDENCIA-SELECIONADA-7146,0.47865068912506104,3
15,JURISPRUDENCIA-SELECIONADA-80118,0.47158825397491455,4
15,JURISPRUDENCIA-SELECIONADA-104216,0.46976348757743835,5
15,JURISPRUDENCIA-SELECIONADA-9261,0.4493926763534546,6
15,JURISPRUDENCIA-SELECIONADA-23087,0.4452883005142212,7
15,JURISPRUDENCIA-SELECIONADA-19670,0.4373428225517273,8
15,JURISPRUDENCIA-SELECIONADA-32737,0.4315841495990753,9
15,JURISPRUDENCIA-SELECIONADA-19662,0.42155182361602783,10
15,JURISPRUDENCIA-SELECIONADA-35441,0.41063809394836426,11
15,JURISPRUDENCIA-SELECIONADA-14827,0.40827676653862,12
15,JURISPRUDENCIA-SELECIONADA-19719,0.4068619906902313,13
15,JURISPRUDENCIA-SELECIONADA-22851,0.4063906967639923,14
15,JURISPRUDENCIA-SELECIONADA-25374,0.3890821933746338,15
15,JURISPRUDENCIA-SELECIONADA-68169,0.38444983959198,16
15,JURISPRUDENCIA-SELECIONADA-21274,0.38168036937713623,17
15,JURISPRUDENCIA-SELECIONADA-23058,0.38029852509498596,18
15,JURISPRUDENCIA-SELECIONADA-14408,0.378459095954895,19
15,JURISPRUDENCIA-SELECIONADA-23104,0.37387579679489136,20
16,JURISPRUDENCIA-SELECIONADA-21224,0.5264645218849182,1
16,JURISPRUDENCIA-SELECIONADA-33916,0.4904796779155731,2
16,JURISPRUDENCIA-SELECIONADA-31585,0.47487467527389526,3
16,JURISPRUDENCIA-SELECIONADA-18912,0.46611642837524414,4
16,JURISPRUDENCIA-SELECIONADA-18910,0.4527778625488281,5
16,JURISPRUDENCIA-SELECIONADA-17967,0.43206343054771423,6
16,JURISPRUDENCIA-SELECIONADA-19404,0.4163219630718231,7
16,JURISPRUDENCIA-SELECIONADA-17958,0.39606815576553345,8
16,JURISPRUDENCIA-SELECIONADA-31583,0.3937346339225769,9
16,JURISPRUDENCIA-SELECIONADA-57716,0.38537469506263733,10
16,JURISPRUDENCIA-SELECIONADA-31584,0.3747906982898712,11
16,JURISPRUDENCIA-SELECIONADA-32964,0.37022536993026733,12
16,JURISPRUDENCIA-SELECIONADA-25627,0.36296918988227844,13
16,JURISPRUDENCIA-SELECIONADA-19408,0.36026397347450256,14
16,JURISPRUDENCIA-SELECIONADA-17959,0.35488009452819824,15
16,JURISPRUDENCIA-SELECIONADA-17368,0.34775859117507935,16
16,JURISPRUDENCIA-SELECIONADA-18892,0.34334173798561096,17
16,JURISPRUDENCIA-SELECIONADA-40621,0.3407045006752014,18
16,JURISPRUDENCIA-SELECIONADA-15722,0.334589421749115,19
16,JURISPRUDENCIA-SELECIONADA-17390,0.333720326423645,20
17,JURISPRUDENCIA-SELECIONADA-16319,0.7648916244506836,1
17,JURISPRUDENCIA-SELECIONADA-34633,0.7520126104354858,2
17,JURISPRUDENCIA-SELECIONADA-68667,0.7341195344924927,3
17,JURISPRUDENCIA-SELECIONADA-14890,0.7325918078422546,4
17,JURISPRUDENCIA-SELECIONADA-98454,0.7310585975646973,5
17,JURISPRUDENCIA-SELECIONADA-78684,0.7217432260513306,6
17,JURISPRUDENCIA-SELECIONADA-38824,0.7209580540657043,7
17,JURISPRUDENCIA-SELECIONADA-34995,0.7122321724891663,8
17,JURISPRUDENCIA-SELECIONADA-16918,0.6893056035041809,9
17,JURISPRUDENCIA-SELECIONADA-31572,0.6842640042304993,10
17,JURISPRUDENCIA-SELECIONADA-34981,0.6601723432540894,11
17,JURISPRUDENCIA-SELECIONADA-106479,0.5851011276245117,12
17,JURISPRUDENCIA-SELECIONADA-33915,0.5566405653953552,13
17,JURISPRUDENCIA-SELECIONADA-34632,0.555917501449585,14
17,JURISPRUDENCIA-SELECIONADA-18284,0.5140953660011292,15
17,JURISPRUDENCIA-SELECIONADA-17955,0.5004997253417969,16
17,JURISPRUDENCIA-SELECIONADA-15256,0.42155182361602783,17
17,JURISPRUDENCIA-SELECIONADA-18004,0.41679665446281433,18
17,JURISPRUDENCIA-SELECIONADA-18367,0.41679665446281433,19
17,JURISPRUDENCIA-SELECIONADA-17930,0.4101654887199402,20
18,JURISPRUDENCIA-SELECIONADA-18058,0.4931340217590332,1
18,JURISPRUDENCIA-SELECIONADA-11595,0.4641728699207306,2
18,JURISPRUDENCIA-SELECIONADA-32643,0.46004632115364075,3
18,JURISPRUDENCIA-SELECIONADA-42262,0.4561674892902374,4
18,JURISPRUDENCIA-SELECIONADA-18041,0.4443236291408539,5
18,JURISPRUDENCIA-SELECIONADA-18904,0.43638181686401367,6
18,JURISPRUDENCIA-SELECIONADA-17816,0.43494126200675964,7
18,JURISPRUDENCIA-SELECIONADA-17233,0.4134771525859833,8
18,JURISPRUDENCIA-SELECIONADA-17257,0.411583811044693,9
18,JURISPRUDENCIA-SELECIONADA-31120,0.382602721452713,10
18,JURISPRUDENCIA-SELECIONADA-21235,0.3638729155063629,11
18,JURISPRUDENCIA-SELECIONADA-49716,0.36296918988227844,12
18,JURISPRUDENCIA-SELECIONADA-21234,0.3415825068950653,13
18,JURISPRUDENCIA-SELECIONADA-81314,0.32766830921173096,14
18,JURISPRUDENCIA-SELECIONADA-21842,0.31742626428604126,15
18,JURISPRUDENCIA-SELECIONADA-693,0.30569732189178467,16
18,JURISPRUDENCIA-SELECIONADA-21077,0.28937169909477234,17
18,JURISPRUDENCIA-SELECIONADA-21065,0.28537195920944214,18
18,JURISPRUDENCIA-SELECIONADA-31253,0.28378137946128845,19
18,JURISPRUDENCIA-SELECIONADA-83623,0.27904197573661804,20
19,JURISPRUDENCIA-SELECIONADA-35195,0.7248703241348267,1
19,JURISPRUDENCIA-SELECIONADA-35375,0.6706082820892334,2
19,JURISPRUDENCIA-SELECIONADA-13618,0.666279673576355,3
19,JURISPRUDENCIA-SELECIONADA-34990,0.666279673576355,4
19,JURISPRUDENCIA-SELECIONADA-50309,0.665410578250885,5
19,JURISPRUDENCIA-SELECIONADA-141194,0.6575384140014648,6
19,JURISPRUDENCIA-SELECIONADA-35539,0.6477982401847839,7
19,JURISPRUDENCIA-SELECIONADA-56988,0.6297746300697327,8
19,JURISPRUDENCIA-SELECIONADA-35184,0.6279512047767639,9
19,JURISPRUDENCIA-SELECIONADA-135549,0.6252092719078064,10
19,JURISPRUDENCIA-SELECIONADA-35192,0.6233768463134766,11
19,JURISPRUDENCIA-SELECIONADA-105675,0.622459352016449,12
19,JURISPRUDENCIA-SELECIONADA-18256,0.60905921459198,13
19,JURISPRUDENCIA-SELECIONADA-34928,0.5983121991157532,14
19,JURISPRUDENCIA-SELECIONADA-34989,0.5959629416465759,15
19,JURISPRUDENCIA-SELECIONADA-56336,0.590779185295105,16
19,JURISPRUDENCIA-SELECIONADA-35201,0.589361846446991,17
19,JURISPRUDENCIA-SELECIONADA-35182,0.5817784070968628,18
19,JURISPRUDENCIA-SELECIONADA-34977,0.5679365992546082,19
19,JURISPRUDENCIA-SELECIONADA-35283,0.5561585426330566,20
20,JURISPRUDENCIA-SELECIONADA-50987,0.6976089477539062,1
20,JURISPRUDENCIA-SELECIONADA-55315,0.5973730087280273,2
20,JURISPRUDENCIA-SELECIONADA-28961,0.5626571774482727,3
20,JURISPRUDENCIA-SELECIONADA-85524,0.5051267743110657,4
20,JURISPRUDENCIA-SELECIONADA-80565,0.5051267743110657,5
20,JURISPRUDENCIA-SELECIONADA-133678,0.44480592012405396,6
20,JURISPRUDENCIA-SELECIONADA-LEGADA-115,0.4402286112308502,7
20,JURISPRUDENCIA-SELECIONADA-LEGADA-65,0.38676342368125916,8
